month_date_yyyymm,cbsa_code,cbsa_title,HouseholdRank,median_listing_price,median_listing_price_mm,median_listing_price_yy,active_listing_count,active_listing_count_mm,active_listing_count_yy,median_days_on_market,median_days_on_market_mm,median_days_on_market_yy,new_listing_count,new_listing_count_mm,new_listing_count_yy,price_increased_count,price_increased_count_mm,price_increased_count_yy,price_increased_share,price_increased_share_mm,price_increased_share_yy,price_reduced_count,price_reduced_count_mm,price_reduced_count_yy,price_reduced_share,price_reduced_share_mm,price_reduced_share_yy,pending_listing_count,pending_listing_count_mm,pending_listing_count_yy,median_listing_price_per_square_foot,median_listing_price_per_square_foot_mm,median_listing_price_per_square_foot_yy,median_square_feet,median_square_feet_mm,median_square_feet_yy,average_listing_price,average_listing_price_mm,average_listing_price_yy,total_listing_count,total_listing_count_mm,total_listing_count_yy,pending_ratio,pending_ratio_mm,pending_ratio_yy,quality_flag
202601,19100,"Dallas-Fort Worth-Arlington, TX",4,405000.0,-0.0182,-0.0253,22766,-0.097,0.0628,72.0,0.0141,0.0435,7120,0.1958,-0.1643,316,-0.2139,-0.3629,0.0083,-0.0014,-0.0052,6132.0,-0.1232,-0.2173,0.1639,-0.013,-0.045,7593.0,-0.0749,0.0171,199.0,-0.0025,-0.0184,2108.0,-0.0093,0.0038,599523.0,-0.0206,0.0141,30537,-0.086,0.0632,0.3335,0.008,-0.015,0.0
202601,26420,"Houston-Pasadena-The Woodlands, TX",5,349900.0,-0.0003,-0.0253,29683,-0.0532,0.147,66.0,0.0313,0.0732,8636,0.2901,0.0664,1244,0.1648,0.0743,0.0266,0.0037,-0.001,7084.0,0.0882,0.036,0.1519,0.0125,-0.0142,7485.0,-0.0896,-0.0218,170.0,-0.0013,-0.0231,2066.0,-0.0052,0.0078,476551.0,-0.0076,-0.013,37282,-0.0577,0.1123,0.2522,-0.0101,-0.0435,0.0
202601,19740,"Denver-Aurora-Centennial, CO",18,550000.0,-0.0135,-0.035,7221,-0.1131,0.1114,72.0,-0.0828,0.0,4112,1.745,0.0989,76,-0.0952,-0.5422,0.0052,-0.002,-0.0076,2764.0,0.31,0.207,0.1873,0.0196,0.0075,2669.0,-0.0535,0.0197,287.0,0.0037,-0.038,1930.0,-0.0132,-0.0103,742523.0,0.0045,-0.017,9887,-0.0974,0.0855,0.3696,0.0233,-0.0333,0.0
202601,41700,"San Antonio-New Braunfels, TX",25,319990.0,-0.0008,-0.0154,12094,-0.0363,0.1449,85.0,0.0897,0.0897,3348,0.4736,0.0582,420,0.0881,0.2353,0.0223,0.0018,0.002,3968.0,0.188,0.1228,0.2132,0.0337,0.0046,3209.0,-0.0935,0.0738,172.0,-0.0035,-0.041,1910.0,-0.0065,0.0079,439124.0,-0.0032,-0.0118,15279,-0.0503,0.1273,0.2653,-0.0168,-0.0176,0.0
202601,12420,"Austin-Round Rock-San Marcos, TX",26,455000.0,-0.0152,-0.0802,8442,-0.0944,0.1274,91.0,0.0341,0.1166,2920,0.7936,0.0649,188,0.403,-0.4051,0.0134,0.0039,-0.0124,2408.0,-0.0211,-0.0816,0.166,-0.0111,-0.0316,2712.0,-0.066,-0.0362,236.0,-0.0059,-0.0613,1966.0,-0.0128,-0.0236,715301.0,-0.0046,-0.0648,11163,-0.0855,0.0858,0.3213,0.0098,-0.0546,0.0
202601,21340,"El Paso, TX",76,299950.0,0.0,0.0204,2670,-0.0585,0.0887,91.0,0.0343,0.1138,868,0.3395,-0.0626,116,0.7576,-0.4679,0.0257,0.0111,-0.0261,432.0,0.0435,-0.0226,0.0999,0.0094,-0.0008,964.0,-0.0793,-0.0446,169.0,0.0075,0.0182,1841.0,0.0003,0.0019,351012.0,0.0118,0.0297,3637,-0.0634,0.0509,0.361,-0.0081,-0.0504,0.0
202601,17820,"Colorado Springs, CO",81,475000.0,-0.0016,-0.0101,2702,-0.1193,0.1791,78.0,-0.019,0.0839,1072,0.5314,-0.0092,36,-0.3333,-0.25,0.0087,-0.0023,-0.0029,1072.0,0.3267,0.3202,0.2225,0.0533,0.033,965.0,-0.046,0.0416,236.0,0.0149,0.0256,2046.0,-0.0225,-0.0563,587383.0,0.0012,-0.062,3683,-0.0939,0.1454,0.3571,0.0274,-0.0472,0.0
202601,32580,"McAllen-Edinburg-Mission, TX",84,259900.0,-0.008,-0.0374,3267,-0.0011,0.1998,82.0,0.0,0.025,712,0.3798,0.215,16,-0.2,-0.4286,0.0041,-0.0006,-0.0034,588.0,0.2353,0.3243,0.1284,0.017,0.0096,490.0,0.001,0.2374,158.0,-0.0021,-0.0179,1676.0,-0.008,-0.0236,314881.0,-0.0154,-0.0284,3759,0.0017,0.2085,0.15,0.0003,0.0046,0.0
202512,19100,"Dallas-Fort Worth-Arlington, TX",4,412500.0,-0.0179,-0.0236,25211,-0.1154,0.1085,71.0,0.1094,0.0798,5954,-0.2642,-0.0513,402,-0.0429,0.0308,0.0097,0.0006,-0.0008,6994.0,-0.3832,0.0803,0.1769,-0.0686,0.003,8208.0,-0.1091,0.0146,200.0,-0.0048,-0.0185,2128.0,-0.0122,0.0053,612147.0,-0.015,0.0197,33411,-0.1136,0.0838,0.3256,0.0023,-0.0301,0.0
202512,26420,"Houston-Pasadena-The Woodlands, TX",5,350000.0,-0.0141,-0.0291,31350,-0.0713,0.171,64.0,0.1228,0.0847,6694,-0.2057,-0.0551,1068,-0.0074,-0.0648,0.0229,0.0019,-0.0038,6510.0,-0.3305,0.122,0.1394,-0.0493,0.0032,8222.0,-0.0606,-0.0549,170.0,-0.0032,-0.0209,2077.0,-0.0078,0.0028,480216.0,-0.0062,-0.0125,39563,-0.069,0.116,0.2623,0.003,-0.0627,0.0
202512,19740,"Denver-Aurora-Centennial, CO",18,557500.0,-0.0371,-0.0344,8142,-0.2402,0.1596,79.0,0.2077,0.0644,1498,-0.4973,-0.0567,84,-0.087,-0.3,0.0072,0.0015,-0.0041,2110.0,-0.5261,-0.2496,0.1678,-0.089,-0.0677,2820.0,-0.2138,-0.0805,286.0,-0.0004,-0.0326,1956.0,-0.046,-0.0157,739211.0,-0.0341,-0.0355,10954,-0.2369,0.0863,0.3464,0.0116,-0.0904,0.0
202512,41700,"San Antonio-New Braunfels, TX",25,320245.0,-0.0143,-0.0294,12549,-0.0566,0.1388,78.0,0.0986,0.047,2272,-0.2386,-0.1446,386,-0.2218,0.1092,0.0204,-0.0043,-0.0001,3340.0,-0.3161,0.1231,0.1795,-0.0679,0.0044,3540.0,-0.009,0.1359,173.0,-0.0027,-0.0379,1923.0,-0.0054,0.0046,440542.0,-0.0074,-0.0158,16088,-0.0421,0.137,0.2821,0.0136,-0.0007,0.0
202512,12420,"Austin-Round Rock-San Marcos, TX",26,462000.0,-0.0355,-0.0732,9322,-0.1208,0.1288,88.0,0.0864,0.1,1628,-0.2732,-0.0012,134,-0.1184,-0.2947,0.0094,-0.0001,-0.0052,2460.0,-0.3844,0.1748,0.1771,-0.0725,0.0173,2904.0,-0.0806,-0.0784,237.0,-0.0238,-0.0605,1992.0,-0.0102,-0.0136,718640.0,-0.0323,-0.0679,12207,-0.1133,0.072,0.3115,0.0136,-0.07,0.0
202512,21340,"El Paso, TX",76,299950.0,0.0002,0.0204,2836,-0.0572,0.1059,88.0,0.0802,0.1589,648,-0.0743,0.08,66,0.0313,-0.5075,0.0146,0.0012,-0.0167,414.0,-0.2333,0.1695,0.0905,-0.0232,0.0087,1047.0,-0.0323,-0.0109,168.0,0.0037,0.0126,1841.0,0.0041,-0.0003,346912.0,0.0045,0.0108,3883,-0.0492,0.0722,0.3692,0.0095,-0.0436,0.0
202512,17820,"Colorado Springs, CO",81,475750.0,-0.018,-0.0043,3068,-0.1539,0.2189,79.0,0.0972,0.0972,700,-0.2188,0.087,54,0.35,0.9286,0.011,0.0038,0.0043,808.0,-0.467,0.1576,0.1692,-0.0949,0.0012,1012.0,-0.0953,0.0433,232.0,0.0155,0.014,2093.0,-0.0386,-0.0403,586683.0,-0.0132,-0.0715,4065,-0.1402,0.169,0.3297,0.0214,-0.0555,0.0
