month_date_yyyymm,state,state_id,median_listing_price,median_listing_price_mm,median_listing_price_yy,active_listing_count,active_listing_count_mm,active_listing_count_yy,median_days_on_market,median_days_on_market_mm,median_days_on_market_yy,new_listing_count,new_listing_count_mm,new_listing_count_yy,price_increased_count,price_increased_count_mm,price_increased_count_yy,price_increased_share,price_increased_share_mm,price_increased_share_yy,price_reduced_count,price_reduced_count_mm,price_reduced_count_yy,price_reduced_share,price_reduced_share_mm,price_reduced_share_yy,pending_listing_count,pending_listing_count_mm,pending_listing_count_yy,median_listing_price_per_square_foot,median_listing_price_per_square_foot_mm,median_listing_price_per_square_foot_yy,median_square_feet,median_square_feet_mm,median_square_feet_yy,average_listing_price,average_listing_price_mm,average_listing_price_yy,total_listing_count,total_listing_count_mm,total_listing_count_yy,pending_ratio,pending_ratio_mm,pending_ratio_yy,quality_flag
201901,Colorado,CO,450000.0,0.0002,0.0,17443,-0.0883,0.1963,79,0.0903,-0.0599,8624,0.4617,0.0436,740,0.135,-0.0842,0.0217,0.0027,-0.01,4772.0,0.07,0.7518,0.1401,0.0076,0.0381,7730.0,-0.1125,0.9977,194.0,0.017,0.0628,2324.0,-0.0171,-0.0497,931688.0,0.0478,-0.0162,25162,-0.0939,0.3629,0.4432,-0.0121,0.1778,0.0
201901,Texas,TX,281650.0,-0.0114,0.0099,90985,-0.0556,0.1088,77,0.0625,-0.0192,33990,0.3892,0.0738,4762,-0.1379,-0.0054,0.0314,-0.0038,-0.0023,29094.0,0.0753,0.2197,0.1931,0.0128,0.0191,25730.0,-0.1374,-0.0525,126.0,0.0014,0.0435,2213.0,-0.0096,-0.0167,389797.0,-0.0092,0.0088,116428,-0.0751,0.0668,0.2828,-0.0268,-0.0481,0.0
201812,Colorado,CO,449900.0,0.002,0.002,19132,-0.1228,0.2031,72,0.2101,-0.1111,5900,-0.2612,-0.0061,652,-0.1019,-0.0843,0.019,0.0003,-0.0108,4460.0,-0.4077,0.4613,0.1325,-0.0577,0.0157,8710.0,-0.1165,1.0014,191.0,0.0118,0.0568,2364.0,-0.008,-0.0406,889223.0,0.0462,-0.0256,27770,-0.1218,0.3741,0.4553,0.0032,0.1816,0.0
201812,Texas,TX,284900.0,-0.0004,0.0211,96344,-0.05,0.0929,72,0.0992,0.0,24468,-0.2019,0.0181,5524,0.1803,0.0615,0.0352,0.0067,-0.0001,27056.0,-0.2759,0.0882,0.1803,-0.0471,0.0067,29829.0,-0.0795,-0.0477,126.0,-0.0007,0.0469,2234.0,-0.0067,-0.0133,393418.0,-0.0138,0.0114,125877,-0.0571,0.0561,0.3096,-0.0099,-0.0457,0.0
201811,Colorado,CO,449000.0,-0.002,0.0091,21810,-0.0525,0.171,60,0.1121,-0.1439,7986,-0.1226,0.0165,726,-0.1103,-0.0993,0.0187,-0.0003,-0.0069,7530.0,-0.2047,0.5133,0.1901,-0.0311,0.0319,9859.0,-0.0784,0.9662,189.0,0.0034,0.0576,2383.0,0.0021,-0.039,849989.0,0.0042,-0.0172,31620,-0.0613,0.3409,0.452,-0.0127,0.1828,0.0
201811,Texas,TX,285000.0,-0.013,0.0182,101413,-0.0185,0.0674,66,0.0155,-0.0224,30658,-0.0278,0.0291,4680,-0.0038,-0.0986,0.0285,0.0003,-0.0042,37364.0,-0.1251,0.1155,0.2274,-0.0264,0.0168,32404.0,-0.0359,-0.0561,126.0,0.0005,0.0478,2249.0,-0.0055,-0.0136,398943.0,-0.0047,0.0173,133505,-0.0225,0.0343,0.3195,-0.0058,-0.0418,0.0
201810,Colorado,CO,449900.0,-0.0002,0.0096,23019,-0.0147,0.1009,54,0.07,-0.144,9102,-0.1308,-0.0303,816,-0.1873,-0.0073,0.0191,-0.0038,-0.0047,9468.0,-0.0263,0.4504,0.2212,0.008,0.0383,10698.0,-0.0622,0.9055,188.0,-0.0022,0.0566,2378.0,-0.0092,-0.0465,846463.0,-0.0161,0.0014,33684,-0.0211,0.2727,0.4647,-0.0235,0.1962,0.0
201810,Texas,TX,288750.0,-0.0041,0.0315,103322,-0.0022,0.0524,65,0.075,-0.0444,31534,-0.0422,-0.0351,4698,-0.1922,-0.2206,0.0282,-0.0061,-0.0081,42708.0,-0.0552,0.1494,0.2538,-0.0083,0.0285,33612.0,-0.0709,-0.0562,126.0,0.0003,0.0484,2262.0,-0.009,-0.012,400820.0,-0.0027,0.0198,136578,-0.0209,0.0254,0.3253,-0.0241,-0.0374,0.0
201809,Colorado,CO,450000.0,-0.0061,0.0112,23363,0.0203,0.0444,50,0.0753,-0.1228,10472,-0.0808,-0.0011,1004,-0.0686,0.0819,0.0228,-0.0004,-0.0009,9724.0,0.0416,0.2204,0.2132,0.0112,0.0096,11407.0,-0.0627,0.8867,188.0,-0.0073,0.062,2400.0,-0.0017,-0.04,860278.0,-0.0201,0.0312,34408,-0.0162,0.2163,0.4883,-0.0433,0.218,0.0
201809,Texas,TX,289950.0,-0.0136,0.0356,103546,-0.0095,0.0279,60,0.0909,-0.0625,32924,-0.1182,0.0211,5816,-0.0484,-0.098,0.0343,0.0004,-0.0041,45204.0,-0.028,0.1637,0.2621,0.0028,0.0324,36177.0,-0.0683,-0.0066,126.0,0.0001,0.0513,2282.0,-0.0093,-0.007,401919.0,-0.0051,0.0228,139495,-0.025,0.0196,0.3494,-0.0221,-0.0122,0.0
201808,Colorado,CO,452750.0,-0.0248,0.0184,22898,0.0368,0.0001,47,0.1006,-0.0606,11392,-0.0656,-0.0469,1078,-0.0019,-0.0426,0.0232,0.0,-0.0045,9336.0,0.0816,0.0942,0.202,0.0218,-0.0077,12171.0,-0.0547,0.8976,190.0,-0.001,0.0744,2404.0,-0.0164,-0.0426,877913.0,-0.0232,0.0534,34974,0.0037,0.1973,0.5315,-0.0514,0.2514,0.0
201808,Texas,TX,293950.0,-0.0152,0.0424,104534,0.0142,-0.0053,55,0.0577,-0.0265,37338,-0.0967,-0.0163,6112,0.0193,-0.0515,0.0339,0.0013,-0.0023,46506.0,0.0333,0.0231,0.2592,0.0191,0.0109,38828.0,-0.0627,-0.0247,126.0,-0.0035,0.0512,2304.0,-0.0113,-0.0041,403997.0,-0.0184,0.0288,143067,-0.0079,-0.0094,0.3714,-0.0305,-0.0074,0.0
201807,Colorado,CO,464250.0,-0.0216,0.0319,22086,0.0837,-0.0221,42,0.1118,-0.0174,12192,-0.0934,-0.0863,1080,0.1203,-0.1483,0.0232,0.0019,-0.0065,8632.0,0.1942,0.0047,0.1802,0.0289,-0.0212,12875.0,-0.0468,0.965,190.0,-0.0002,0.0743,2444.0,-0.0113,-0.0332,898780.0,0.0063,0.0808,34844,0.0277,0.1963,0.5829,-0.0798,0.2928,0.0
201807,Texas,TX,298500.0,-0.0047,0.0474,103071,0.0485,-0.0063,52,0.04,-0.0189,41334,-0.0544,-0.0067,5996,0.0839,-0.1244,0.0326,0.003,-0.0049,45008.0,0.0975,-0.0282,0.2401,0.0175,-0.0066,41425.0,-0.0601,-0.007,127.0,-0.0038,0.0485,2330.0,-0.0073,0.0012,411558.0,-0.0181,0.0282,144213,0.0152,-0.0058,0.4019,-0.0465,-0.0003,0.0
201806,Colorado,CO,474500.0,-0.0008,0.0547,20381,0.1387,-0.0186,38,-0.038,-0.0952,13448,0.0045,-0.0878,964,-0.053,-0.288,0.0213,-0.0013,-0.0105,7228.0,0.3099,0.0705,0.1513,0.029,-0.0105,13507.0,-0.0267,1.147,190.0,0.0091,0.0762,2472.0,-0.002,-0.0272,893139.0,-0.0042,0.0838,33905,0.0695,0.2561,0.6627,-0.1126,0.3598,0.0
201806,Texas,TX,299900.0,0.0,0.0389,98302,0.0589,-0.0069,50,0.0526,-0.0385,43712,-0.0084,0.0317,5532,-0.0366,-0.1598,0.0296,-0.0019,-0.0061,41008.0,0.1416,-0.0023,0.2226,0.0237,-0.0047,44074.0,-0.0289,0.0312,127.0,0.0004,0.0504,2347.0,0.0019,0.0043,419129.0,-0.0036,0.0332,142059,0.0302,0.0052,0.4484,-0.0405,0.0165,0.0
201805,Colorado,CO,474900.0,-0.0067,0.0556,17898,0.0875,-0.0481,40,-0.0814,-0.0706,13388,0.0528,-0.0144,1018,0.1162,-0.2482,0.0226,0.001,-0.012,5518.0,0.2941,0.0403,0.1223,0.021,-0.0142,13877.0,0.082,1.1376,188.0,0.0015,-0.0114,2477.0,-0.0052,0.041,896907.0,-0.0543,0.0776,31701,0.0854,0.2556,0.7753,-0.0039,0.4301,0.0
201805,Texas,TX,299900.0,0.0049,0.0468,92835,0.0504,-0.0132,48,-0.05,-0.0686,44082,0.0137,-0.0055,5742,-0.0584,-0.1867,0.0316,-0.0032,-0.0075,35922.0,0.0539,-0.0061,0.1989,0.0053,0.0016,45387.0,0.0549,0.0401,127.0,0.0063,0.052,2343.0,0.0086,0.0054,420639.0,0.0098,0.0341,137900,0.052,0.0054,0.4889,0.0021,0.0251,0.0
201804,Colorado,CO,478116.0,0.0069,0.0662,16459,0.0805,-0.0527,43,-0.1224,-0.0227,12716,0.0924,0.0481,912,0.3256,-0.2525,0.0216,0.0001,-0.0111,4264.0,0.3112,0.0554,0.1013,0.0044,-0.0188,12826.0,1.5109,1.1326,188.0,0.0,-0.0008,2490.0,0.0093,0.0591,948408.0,-0.0086,0.092,29207,0.4301,0.2578,0.7793,0.4439,0.4331,0.0
201804,Texas,TX,298437.0,0.0294,0.0508,88380,0.0466,-0.0091,50,-0.0566,-0.0385,43488,0.1297,0.0783,6098,-0.0888,-0.1167,0.0348,-0.0067,-0.0057,34084.0,0.1804,0.0349,0.1936,0.0114,0.0,43025.0,0.1368,0.0388,126.0,0.0147,0.0522,2323.0,0.0115,0.0032,416540.0,0.0309,0.0308,131082,0.0746,0.0061,0.4868,0.0386,0.0225,0.0
201803,Texas,TX,289900.0,0.0309,0.0493,84441,0.0279,-0.0196,53,-0.2263,-0.0185,38496,0.134,-0.0466,6692,0.1667,0.0407,0.0415,0.0025,0.0019,28876.0,0.1478,-0.0537,0.1821,0.014,-0.0049,37849.0,0.1299,0.0366,124.0,0.0162,0.0497,2296.0,0.0159,0.005,404040.0,0.0246,0.025,121986,0.0562,-0.0029,0.4482,0.0405,0.0243,0.0
201803,Colorado,CO,474844.0,0.0267,0.0738,15232,0.0493,-0.072,49,-0.295,0.0262,11640,0.2666,-0.0082,688,0.0118,-0.3307,0.0214,-0.0027,-0.0092,3252.0,0.2143,-0.1369,0.097,0.0023,-0.0153,5108.0,0.1341,-0.0058,188.0,0.0095,0.0778,2467.0,0.0063,0.0161,956626.0,-0.0133,0.0728,20423,0.0756,-0.0505,0.3353,0.0251,0.0223,0.0
201802,Texas,TX,281200.0,0.0082,0.0436,82146,0.001,-0.0094,69,-0.1218,0.0074,33948,0.0725,-0.0015,5736,0.198,0.0827,0.0389,0.0052,0.0034,25158.0,0.0547,-0.0607,0.1682,-0.0058,-0.0069,33498.0,0.2335,0.0323,122.0,0.011,0.0498,2260.0,0.0044,0.0038,394351.0,0.0206,0.0309,115492,0.0583,0.0031,0.4078,0.0768,0.0165,0.0
201802,Colorado,CO,462500.0,0.0278,0.0535,14517,-0.0044,-0.0849,70,-0.1677,-0.0479,9190,0.1121,-0.0052,680,-0.1584,-0.0761,0.0241,-0.0076,-0.0008,2678.0,-0.0169,-0.0708,0.0946,-0.0074,-0.0037,4504.0,0.164,0.0095,186.0,0.02,0.0733,2452.0,0.0027,0.023,969538.0,0.0238,0.0776,18987,0.0284,-0.0652,0.3103,0.0449,0.029,0.0
201801,Colorado,CO,450000.0,0.0022,0.0539,14581,-0.0831,-0.1015,84,0.0309,-0.0347,8264,0.3922,0.0859,808,0.1348,0.1222,0.0317,0.0019,0.0059,2724.0,-0.1075,0.0067,0.102,-0.0147,0.0047,3870.0,-0.1109,0.0162,183.0,0.0113,0.0655,2445.0,-0.0077,0.0224,946999.0,0.0377,0.0706,18462,-0.0865,-0.0779,0.2654,-0.0083,0.0307,0.0
201801,Texas,TX,278900.0,-0.0004,0.0525,82060,-0.0691,-0.0068,78,0.0833,-0.0127,31654,0.3172,0.0324,4788,-0.0799,-0.0366,0.0337,-0.0016,-0.0015,23854.0,-0.0406,-0.0297,0.1739,0.0003,-0.0031,27157.0,-0.133,0.0145,121.0,0.0046,0.047,2250.0,-0.0062,0.0029,386395.0,-0.0066,0.0254,109133,-0.0844,0.0002,0.3309,-0.0244,0.007,0.0
201712,Colorado,CO,449000.0,0.0091,0.0571,15902,-0.1462,-0.1074,81,0.1655,0.0125,5936,-0.2444,0.0144,712,-0.1166,-0.0729,0.0298,0.0042,0.0042,3052.0,-0.3867,0.0013,0.1167,-0.0415,0.008,4352.0,-0.132,-0.0068,181.0,0.0126,0.0802,2464.0,-0.0064,0.0078,912602.0,0.0552,0.0809,20210,-0.1429,-0.0885,0.2737,0.0045,0.0277,0.0
201712,Texas,TX,279000.0,-0.0032,0.0493,88154,-0.0722,0.0199,72,0.0746,-0.04,24032,-0.1933,0.0188,5204,0.0023,-0.0707,0.0353,0.0027,-0.0049,24864.0,-0.2577,0.0386,0.1736,-0.0369,0.0016,31324.0,-0.0876,0.0661,121.0,0.0002,0.0446,2264.0,-0.007,0.0035,388973.0,-0.0081,0.0267,119193,-0.0766,0.0311,0.3553,-0.006,0.0154,0.0
201711,Colorado,CO,444950.0,-0.0015,0.0613,18624,-0.1093,-0.0919,70,0.112,-0.0142,7856,-0.163,-0.0258,806,-0.0195,0.1481,0.0257,0.0019,0.004,4976.0,-0.2377,-0.0111,0.1583,-0.0247,0.0096,5014.0,-0.1069,-0.0522,178.0,0.0024,0.0797,2480.0,-0.0057,-0.0009,864887.0,0.0232,0.0888,23581,-0.109,-0.0848,0.2692,0.0007,0.0113,0.0
201711,Texas,TX,279900.0,-0.0002,0.0386,95013,-0.0323,0.034,67,-0.0074,0.0,29790,-0.0885,0.0744,5192,-0.1387,0.0082,0.0326,-0.0037,-0.0011,33496.0,-0.0986,0.1234,0.2105,-0.0148,0.0154,34330.0,-0.036,0.0292,121.0,0.0011,0.042,2280.0,-0.0039,0.0022,392149.0,-0.0023,0.0179,129079,-0.0309,0.0323,0.3613,-0.0014,-0.0017,0.0
201710,Texas,TX,279945.0,-0.0002,0.0368,98181,-0.0253,0.0436,68,0.0547,0.0227,32682,0.0136,0.0549,6028,-0.0651,0.1619,0.0363,-0.002,0.0037,37158.0,-0.0434,0.1163,0.2253,-0.0044,0.0142,35613.0,-0.0221,0.0214,120.0,0.003,0.0406,2289.0,-0.0039,-0.0013,393055.0,0.0003,0.0119,133192,-0.0265,0.0347,0.3627,0.0012,-0.0079,0.0
201710,Colorado,CO,445636.0,0.0014,0.0715,20909,-0.0653,-0.0926,63,0.0965,-0.0079,9386,-0.1047,-0.0391,822,-0.1142,0.0224,0.0237,0.0,0.003,6528.0,-0.1807,0.0355,0.1829,-0.0206,0.0153,5614.0,-0.0715,-0.0314,178.0,0.0028,0.0782,2494.0,-0.0024,0.0097,845277.0,0.0132,0.0795,26466,-0.0645,-0.0818,0.2685,-0.0018,0.017,0.0
201709,Texas,TX,279993.0,-0.0071,0.0193,100732,-0.0414,0.0577,64,0.1327,0.0492,32244,-0.1505,0.0211,6448,0.0006,0.1087,0.0383,0.0021,0.0023,38844.0,-0.1454,0.0379,0.2297,-0.0187,0.0004,36419.0,-0.0852,-0.0217,120.0,0.0,0.0366,2298.0,-0.0065,-0.0011,392945.0,0.0007,0.0069,136814,-0.0527,0.0345,0.3615,-0.0173,-0.0294,0.0
201709,Colorado,CO,445000.0,0.001,0.0662,22370,-0.023,-0.0848,57,0.1515,-0.0087,10484,-0.1228,-0.0336,928,-0.1758,0.1373,0.0237,-0.0041,0.0039,7968.0,-0.0661,0.0957,0.2036,-0.0062,0.0272,6046.0,-0.0573,-0.0147,177.0,0.0043,0.0692,2500.0,-0.0044,0.0138,834271.0,0.0011,0.0686,28290,-0.0315,-0.0736,0.2703,-0.0098,0.0192,0.0
201708,Colorado,CO,444575.0,-0.0118,0.061,22897,0.0138,-0.0781,50,0.1512,-0.0198,11952,-0.1043,-0.0454,1126,-0.112,0.2567,0.0278,-0.002,0.007,8532.0,-0.007,0.0405,0.2097,0.0084,0.0238,6414.0,-0.0211,-0.0158,177.0,-0.0011,0.0702,2511.0,-0.0067,0.0113,833378.0,0.0022,0.0633,29212,0.0029,-0.0673,0.2801,-0.01,0.0177,0.0
201708,Texas,TX,282000.0,-0.0105,0.0255,105086,0.0131,0.0874,57,0.066,-0.0174,37956,-0.0879,0.1012,6444,-0.059,0.0547,0.0362,-0.0013,0.0004,45454.0,-0.0186,0.1905,0.2484,0.0016,0.0251,39813.0,-0.0457,-0.025,120.0,-0.0061,0.0367,2313.0,-0.006,0.0028,392679.0,-0.019,0.0039,144421,-0.0044,0.0539,0.3789,-0.0233,-0.0437,0.0
201707,Colorado,CO,449900.0,0.0,0.0737,22584,0.0875,-0.0816,43,0.0238,-0.0444,13344,-0.0948,0.0079,1268,-0.0635,0.1697,0.0297,-0.0021,0.0049,8592.0,0.2725,0.0772,0.2014,0.0396,0.0197,6552.0,0.0415,0.0199,177.0,0.0015,0.0766,2528.0,-0.0051,0.0104,831583.0,0.0091,0.0529,29127,0.0791,-0.0598,0.2901,-0.0128,0.0289,0.0
201707,Texas,TX,285000.0,-0.0127,0.0197,103727,0.0479,0.0866,53,0.0192,-0.0702,41612,-0.0179,0.0629,6848,0.0401,-0.011,0.0375,0.0018,-0.0011,46316.0,0.1269,0.1383,0.2468,0.0195,0.0206,41717.0,-0.024,-0.0062,121.0,-0.002,0.0346,2327.0,-0.0043,0.0022,400271.0,-0.0133,-0.0122,145057,0.0264,0.0552,0.4022,-0.0296,-0.0376,0.0
201706,Texas,TX,288678.0,,,98985,,,52,,,42370,,,6584,,,0.0357,,,41102.0,,,0.2273,,,42743.0,,,121.0,,,2337.0,,,405659.0,,,141325,,,0.4318,,,
201706,Colorado,CO,449900.0,,,20767,,,42,,,14742,,,1354,,,0.0318,,,6752.0,,,0.1618,,,6291.0,,,177.0,,,2541.0,,,824080.0,,,26992,,,0.3029,,,
201705,Texas,TX,286500.0,,,94078,,,51,,,44326,,,7060,,,0.039,,,36144.0,,,0.1972,,,43637.0,,,121.0,,,2330.0,,,406769.0,,,137157,,,0.4638,,,
201705,Colorado,CO,449900.0,,,18803,,,43,,,13584,,,1354,,,0.0346,,,5304.0,,,0.1366,,,6492.0,,,191.0,,,2380.0,,,832313.0,,,25247,,,0.3453,,,
201704,Colorado,CO,448417.0,,,17375,,,44,,,12132,,,1220,,,0.0327,,,4040.0,,,0.1202,,,6014.0,,,188.0,,,2351.0,,,868501.0,,,23220,,,0.3461,,,
201704,Texas,TX,284000.0,,,89193,,,52,,,40332,,,6904,,,0.0405,,,32936.0,,,0.1936,,,41418.0,,,120.0,,,2315.0,,,404082.0,,,130289,,,0.4644,,,
201703,Colorado,CO,442225.0,,,16413,,,48,,,11736,,,1028,,,0.0306,,,3768.0,,,0.1123,,,5138.0,,,175.0,,,2428.0,,,891735.0,,,21510,,,0.313,,,
201703,Texas,TX,276283.0,,,86127,,,54,,,40378,,,6430,,,0.0396,,,30514.0,,,0.1871,,,36512.0,,,119.0,,,2285.0,,,394173.0,,,122343,,,0.4239,,,
201702,Colorado,CO,439000.0,,,15864,,,73,,,9238,,,736,,,0.025,,,2882.0,,,0.0984,,,4462.0,,,174.0,,,2397.0,,,899696.0,,,20312,,,0.2812,,,
201702,Texas,TX,269450.0,,,82926,,,68,,,34000,,,5298,,,0.0355,,,26784.0,,,0.1751,,,32451.0,,,117.0,,,2252.0,,,382538.0,,,115138,,,0.3913,,,
201701,Colorado,CO,427000.0,,,16228,,,87,,,7610,,,720,,,0.0258,,,2706.0,,,0.0973,,,3808.0,,,171.0,,,2392.0,,,884591.0,,,20022,,,0.2347,,,
201701,Texas,TX,265000.0,,,82622,,,79,,,30662,,,4970,,,0.0353,,,24584.0,,,0.177,,,26769.0,,,116.0,,,2244.0,,,376821.0,,,109108,,,0.324,,,
201612,Colorado,CO,424730.0,,,17815,,,80,,,5852,,,768,,,0.0257,,,3048.0,,,0.1088,,,4382.0,,,167.0,,,2445.0,,,844314.0,,,22172,,,0.246,,,
201612,Texas,TX,265900.0,,,86433,,,75,,,23588,,,5600,,,0.0402,,,23940.0,,,0.172,,,29381.0,,,115.0,,,2256.0,,,378845.0,,,115595,,,0.3399,,,
201611,Colorado,CO,419250.0,,,20510,,,71,,,8064,,,702,,,0.0217,,,5032.0,,,0.1487,,,5290.0,,,165.0,,,2482.0,,,794343.0,,,25767,,,0.2579,,,
201611,Texas,TX,269499.0,,,91886,,,67,,,27726,,,5150,,,0.0337,,,29816.0,,,0.1952,,,33358.0,,,116.0,,,2275.0,,,385263.0,,,125038,,,0.363,,,
201610,Texas,TX,270000.0,,,94080,,,66,,,30980,,,5188,,,0.0327,,,33288.0,,,0.2111,,,34868.0,,,116.0,,,2292.0,,,388447.0,,,128730,,,0.3706,,,
201610,Colorado,CO,415900.0,,,23041,,,63,,,9768,,,804,,,0.0207,,,6304.0,,,0.1676,,,5796.0,,,165.0,,,2470.0,,,783007.0,,,28824,,,0.2516,,,
201609,Texas,TX,274700.0,,,95235,,,61,,,31578,,,5816,,,0.036,,,37424.0,,,0.2293,,,37229.0,,,116.0,,,2301.0,,,390269.0,,,132256,,,0.3909,,,
201609,Colorado,CO,417370.0,,,24444,,,58,,,10848,,,816,,,0.0198,,,7272.0,,,0.1763,,,6137.0,,,166.0,,,2466.0,,,780699.0,,,30538,,,0.251,,,
201608,Colorado,CO,419000.0,,,24837,,,51,,,12520,,,896,,,0.0207,,,8200.0,,,0.1859,,,6517.0,,,165.0,,,2483.0,,,783794.0,,,31320,,,0.2624,,,
201608,Texas,TX,274995.0,,,96644,,,58,,,34468,,,6110,,,0.0358,,,38182.0,,,0.2233,,,40835.0,,,116.0,,,2307.0,,,391140.0,,,137033,,,0.4225,,,
201607,Colorado,CO,419000.0,,,24590,,,45,,,13240,,,1084,,,0.0248,,,7976.0,,,0.1817,,,6424.0,,,164.0,,,2502.0,,,789807.0,,,30981,,,0.2612,,,
201607,Texas,TX,279500.0,,,95456,,,57,,,39148,,,6924,,,0.0387,,,40688.0,,,0.2261,,,41979.0,,,117.0,,,2322.0,,,405204.0,,,137467,,,0.4398,,,
